0		734.724
1		7.97033
2		9.53117
3		8.52503
4		4.27822
5		2.43014
6		5.27976
7		670.618
8		1.46187
9		4.06394
10		9.902
11		15.9455
12		18.9444
13		25.3118
14		16.0177
15		9.80825
16		4.92017
17		655.484
18		4.04965
19		8.89039
20		8.31266
21		6.08881
22		3.71798
23		760.268
24		5.39308
25		9.8504
26		22.5275
27		38.8532
28		43.4764
29		41.6703
30		27.5641
31		16.9898
32		10.3766
33		4.15468
34		683.389
35		3.82425
36		12.416
37		18.3066
38		27.494
39		36.4556
40		34.851
41		25.219
42		13.0253
43		5.09467
44		735.416
45		5.4529
46		11.4552
47		16.635
48		19.6417
49		17.3227
50		11.8034
51		696.283
52		13.7455
53		22.2725
54		25.2875
55		21.741
56		17.0441
57		9.48302
58		4.42994
59		607.792
60		4.95325
61		8.13843
62		17.4016
63		23.9261
64		25.0302
65		25.1333
66		17.4624
67		11.1654
68		5.23918
69		652.226
70		4.89794
71		9.01998
72		15.0989
73		18.9254
74		12.4479
75		10.6157
76		3.61775
77		717.034
78		5.12616
79		7.45004
80		15.8031
81		22.4658
82		21.8583
83		18.5413
84		11.1946
85		4.6756
86		670.666
87		4.48461
88		9.89181
89		16.7726
90		22.532
91		22.6625
92		17.5706
93		11.0489
94		4.03701
95		672.202
96		5.33069
97		9.54958
98		13.0072
99		13.8682
100		11.882
101		658.746
102		12.314
103		20.4466
104		26.5824
105		17.0373
106		10.6245
107		4.37319
108		643.581
109		4.72
110		11.2306
111		20.2572
112		36.3767
113		38.8236
114		42.1061
115		28.8157
116		18.3458
117		9.8013
118		4.22565
119		689.1
120		4.95321
121		12.0774
122		16.4242
123		22.7798
124		20.5335
125		18.631
126		9.1839
127		4.00503
128		764.541
129		4.07075
130		8.97964
131		15.7905
132		32.485
133		56.627
134		46.1108
135		44.731
136		34.0678
137		18.124
138		9.85929
139		4.72776
140		646.451
141		4.21232
142		8.31239
143		14.5722
144		19.5514
145		24.0894
146		17.3871
147		12.8944
148		676.517
149		15.5217
150		21.9049
151		22.4163
152		25.0254
153		15.9474
154		9.39478
155		4.67652
156		721.135
157		5.00784
158		9.23211
159		9.37158
160		8.9717
161		7.57419
162		4.29306
163		666.786
164		4.32365
165		8.82683
166		16.5954
167		25.2636
168		31.6465
169		32.4335
170		35.0694
171		27.7379
172		18.4232
173		9.35343
174		4.66599
175		656.681
176		5.41788
177		7.12166
178		12.2467
179		13.959
180		19.1415
181		21.0922
182		17.48
183		9.31361
184		5.52829
185		4.10655
186		652.49
187		4.20952
188		8.7426
189		14.087
190		15.9286
191		18.0768
192		10.1863
193		4.93425
194		706.091
195		3.92835
196		11.1786
197		20.6246
198		29.452
199		38.1995
200		35.0251
201		25.5666
202		13.2765
203		733.354
204		15.4063
205		21.9763
206		21.2677
207		20.8099
208		20.2452
209		10.6989
210		4.57511
211		696.837
212		4.56839
213		10.0555
214		18.7539
215		25.2838
216		36.0526
217		47.3405
218		84.3697
219		55.1327
220		43.8251
221		30.8624
222		19.1888
223		6.83124
224		3.83039
225		808.365

#-------------------------------------
# i 	 PatA(i)
