0		0
1		0.0601551
2		0.163032
3		0.371322
4		0.705492
5		1.19338
6		2.47948
7		1.539
8		0.887822
9		0.443023
10		9.07581
11		0.454715
12		0.816401
13		0.75953
14		0.459879
15		0.237852
16		0.0886333
17		0
18		0.0930687
19		0.229841
20		0.438998
21		0.877135
22		1.52907
23		1.50411
24		0.823438
25		0.461633
26		0.225321
27		0.0854658
28		0
29		0.0988865
30		0.226799
31		0.459823
32		0.812939
33		0.884035
34		0.503782
35		7.47729
36		0.405289
37		0.445516
38		7.02277
39		0.560495
40		0.94959
41		0.818201
42		0.411617
43		0.212002
44		0.0858389
45		0
46		0.101998
47		0.215345
48		0.445015
49		0.809398
50		0.964501
51		4.23251
52		1.21766
53		1.32435
54		0.865261
55		0.459141
56		0.21024
57		0.0985455
58		0
59		0.0903108
60		0.225117
61		0.448329
62		0.872308
63		1.04977
64		0.641606
65		6.99095
66		0.600923
67		1.84278
68		1.24207
69		0.898945
70		0.482828
71		0.235524
72		0.0962761
73		0
74		0.0940412
75		0.218391
76		0.447353
77		0.799562
78		0.803088
79		0.471479
80		8.4031
81		0.408228
82		0.591455
83		0.456512
84		7.85061
85		0.452847
86		0.624652
87		0.442999
88		7.77294
89		0.435678
90		0.621463
91		0.426738
92		0.217991
93		0.10255
94		0
95		0.0954751
96		0.205218
97		0.396693
98		0.560314
99		0.465841
100		8.08898
101		0.499443
102		0.719763
103		0.655109
104		0.342034
105		0.1736
106		0.069389
107		0

#-------------------------------------
# i 	 PatS(i)
