0	0.337
1	0.0234567901
2	0.0386716049
3	0.0154320988
4	0.0382716049
5	0.0385716049
6	0.0635802469
7	0.0641975309
8	0.0395061728
9	0.0364197531
10	0.0537037037
11	0.0481481481
12	0.049382716
13	0.0222222222
14	0.05
15	0.0197530864
16	0.0302469136
17	0.0067901235
18	0.0234567901
19	0.0080246914
20	0
21	0
22	0
23	0.0062
24	0
25	0
26	0
